ئا: ﻿ئا
باھاسىغىمۇ: باھا,سى,غا,مۇ
باھاسىمۇ: باھا,سى,مۇ
باھاسىنى: باھا,سى,نى
باھاسىنىڭ: باھا,سى,نىڭ
باھاسىنىڭمۇ: باھا,سى,نىڭ,مۇ
باھاغا: باھا,غا
باھالاتقۇزۇپ: باھالاتقۇز,ۇپ
باھالاش: باھالا,ش
باھالاشتا: باھالا,ش,تا
باھالاشتىكى: باھالا,ش,تىكى
باھالاشتىن: باھالا,ش,تىن
باھالاشقا: باھالا,ش,قا
باھالاشلار: باھالا,ش,لار
باھالاشنى: باھالا,ش,نى
باھالاشنىڭ: باھالا,ش,نىڭ
باھالاشىغا: باھالا,ش,ى,غا
باھالاندى: باھالان,دى
باھالانغان: باھالان,غان
باھالانغاندىن: باھالان,غان,دىن
باھالانغانلار: باھالان,غان,لار
باھالانغۇچە: باھالان,غۇچە
باھالانمايدۇ: باھالانما,ي,دۇ
باھالايمىز: باھالا,ي,مىز
باھالايمەن: باھالا,ي,مەن
باھالاپ: باھالا,پ
باھالىتىپ: باھالات,ىپ
باھالىشى: باھالا,ش,ى
باھالىغۇچىلار: باھالىغۇچى,لار
باھالىق: باھالىق
باھالانىدىغان: باھالان,ىدىغان
باھالانىدۇ: باھالان,ىدۇ
باھالانىپ: باھالان,ىپ
باھانى: باھا,نى
باھانىسى: باھانە,سى
باھانىڭ: باھا,نىڭ
باھانىڭمۇ: باھا,نىڭ,مۇ
باھانە: باھانە
باھاۋۇدۇن: باھاۋۇدۇن
باۋتۇغىچە: باۋتۇ,غىچە
باۋدىڭ: باۋدىڭ
باۋدىڭدا: باۋدىڭ,دا
باۋدۇن: باۋدۇن
باۋشەن: باۋشەن
باۋۇدۇن: باۋۇدۇن
باۋۇدۇننىڭ: باۋۇدۇن,نىڭ
باۋۋېن: باۋۋېن
بخۇمىبۇل: بخۇمىبۇل
برازىلىيەدە: برازىلىيە,دە
برازىلىيەنىڭ: برازىلىيە,نىڭ
بروۋېن: بروۋېن
برۇكىڭس: برۇكىڭس
بو: بو
بوئىن: بوئىن
بوئېئىڭ: بوئېئىڭ
بوتاي: بوتاي
بوتۇلكا: بوتۇلكا
بوتۇلكىدىن: بوتۇلكا,دىن
بوتۇلكىسى: بوتۇلكا,سى
بوتۇلكىسىغا: بوتۇلكا,سى,غا
بوتۇلكىسىنى: بوتۇلكا,سى,نى
بوخەي: بوخەي
بودۇن: بودۇن
بوران: بوران
بورانقۇش: بورانقۇش
بورانلىق: بورانلىق
بورتالا: بورتالا
بورداق: بورداق
بورداقچىلىق: بورداقچىلىق
بورداقچىلىقى: بورداقچىلىق,ى
بورداپ: بوردا,پ
بوردىغانىدىم: بوردا,غان,ىدىم
بوردىن: بوردىن
بورىنى: بوران,ى
بورىنىدا: بوران,ى,دا
بورىنىغا: بوران,ى,غا
بورىنىنىڭ: بوران,ى,نىڭ
بوز: بوز
بوستانلىق: بوستانلىق
بوستانى: بوستان,ى
بوسۇغىسى: بوسۇغا,سى
بوسۇغىسىنى: بوسۇغا,سى,نى
بوش: بوش
بوشاتتى: بوشات,تى
بوشاشتۇرۇش: بوشاشتۇر,ۇش
بوشاشتۇرۇشتىكى: بوشاشتۇر,ۇش,تىكى
بوشاشتۇرۇلغاندىن: بوشاشتۇرۇل,غان,دىن
بوشاشتۇرۇلۇشىنىڭ: بوشاشتۇرۇل,ۇش,ى,نىڭ
بوشاشماي: بوشاشما,ي
بوشاڭلىق: بوشاڭلىق
بوشلۇق: بوشلۇق
بوشلۇقتا: بوشلۇق,تا
بوشلۇقنى: بوشلۇق,نى
بوشلۇقى: بوشلۇق,ى
بوشلۇقىدىكى: بوشلۇق,ى,دىكى
بوشلۇقىغا: بوشلۇق,ى,غا
بوشلۇقىنى: بوشلۇق,ى,نى
بوشلۇقىنىڭ: بوشلۇق,ى,نىڭ
بوشىتىش: بوشات,ىش
بوشىتىشنى: بوشات,ىش,نى
بوشىتىپ: بوشات,ىپ
بوشىشىپ: بوشاش,ىپ
بوشيۇڭ: بوشيۇڭ
بوشيۇڭغا: بوشيۇڭ,غا
بوشې: بوشې
بوغالتىرى: بوغالتىر,ى
بوغۇزى: بوغۇز,ى
بوغۇزىدا: بوغۇز,ى,دا
بوغۇلغان: بوغۇل,غان
بوكوۋا: بوكوۋا
بولاتتى: بول,اتتى
بولاق: بولاق
بولالايدىكەن: بولالا,ي,دىكەن
بولالايدىكەنمىز: بولالا,ي,دىكەنمىز
بولالايدۇ: بولالا,ي,دۇ
بولالمايۋاتىدۇ: بولالمايۋات,ىدۇ
بولالاىسا: بولالا,ىسا
بولامدۇ: بول,ا,مدۇ
بولامۇ: بول,ا,مۇ
بولايلى: بول,ايلى
بولتۇرقى: بولتۇرقى
بولدى: بول,دى
بولدىكى: بول,دىكى
بولدىڭىزمۇ: بول,دى,ڭىز,مۇ
بولدۇق: بول,دۇق
بولدۇم: بول,دۇم
بولسا: بول,سا
بولساق: بول,سا,ق
بولساقمۇ: بول,سا,ق,مۇ
بولسىلا: بول,سا,لا
بولسىمۇ: بول,سا,مۇ
بولسىڭىز: بول,سا,ڭىز
بولسۇن: بول,سۇن
بولغان: بول,غان
بولغاندا: بول,غان,دا
بولغاندىلا: بول,غان,دا,لا
بولغاندىمۇ: بول,غان,دا,مۇ
بولغاندىن: بول,غان,دىن
بولغانلار: بول,غان,لار
بولغانلاردىن: بول,غان,لار,دىن
بولغانلارنى: بول,غان,لار,نى
بولغانلارنىڭ: بول,غان,لار,نىڭ
بولغانلىرى: بول,غان,لار,ى
بولغانلىقتىن: بول,غان,لىق,تىن
بولغانلىقى: بول,غان,لىق,ى
بولغانلىقىدىن: بول,غان,لىق,ى,دىن
بولغانلىقىغا: بول,غان,لىق,ى,غا
بولغانلىقىنى: بول,غان,لىق,ى,نى
بولغانلىقىنىڭ: بول,غان,لىق,ى,نىڭ
بولغانىدى: بول,غان,ىدى
بولغانىكەن: بول,غان,ىكەن
بولغاچ: بول,غاچ
بولغاچقا: بول,غاچقا
بولغىلى: بول,غىلى
بولغىنى: بول,غان,ى
بولغىيتتى: بول,غىيتتى
بولغۇدەك: بول,غۇدەك
بولغۇنتايغىچە: بولغۇنتاي,غىچە
بولغۇچە: بول,غۇچە
بولكا: بولكا
بولكىۋاي: بولكىۋاي
بولماستىن: بولما,س,تىن
بولماسلىق: بولما,س,لىق
بولماسلىقتەك: بولما,س,لىق,تەك
بولماسلىقنى: بولما,س,لىق,نى
بولماسلىقنىڭ: بولما,س,لىق,نىڭ
بولماسلىقى: بولما,س,لىق,ى
بولماسلىقىدىكى: بولما,س,لىق,ى,دىكى
بولماسلىقىنى: بولما,س,لىق,ى,نى
بولماقتا: بول,ماقتا
بولمامدىغان: بول,مامدىغان
بولماي: بولما,ي
بولمايتتى: بولما,يتتى
بولمايدىغان: بولما,يدىغان
بولمايدىغانلىقىنى: بولما,يدىغان,لىق,ى,نى
بولمايدىغانلىقىنىمۇ: بولما,ي,دىغان,لىق,ى,نى,مۇ
بولمايدىكەن: بولما,يدىكەن
بولمايدۇ: بولما,ي,دۇ
بولمىدى: بولما,دى
بولمىسا: بولما,سا
بولمىسىمۇ: بولما,سا,مۇ
بولمىغان: بولما,غان
بولمىغاندا: بولما,غان,دا
بولمىغانلار: بولما,غان,لار
بولمىغانلىقتىن: بولما,غان,لىق,تىن
بولمىغانلىقى: بولما,غان,لىق,ى
بولمىغاچقا: بولما,غاچقا
بولىدىغان: بول,ىدىغان
بولىدىغانلار: بول,ىدىغان,لار
بولىدىغانلىرىنى: بول,ىدىغان,لار,ى,نى
بولىدىغانلىرىنىڭ: بول,ىدىغان,لار,ى,نىڭ
بولىدىغانلىقى: بول,ىدىغان,لىق,ى
بولىدىغانلىقىغا: بول,ىدىغان,لىق,ى,غا
بولىدىغانلىقىنى: بول,ىدىغان,لىق,ى,نى
بولىدىكەن: بولا,دىكەن
بولىدۇ: بولا,دۇ
بولىدۇكى: بولا,دۇ,كى
بولىسىز: بولا,سىز
بولىمىز: بولا,مىز
بولىمەن: بولا,مەن
بولىۋىيە: بولىۋىيە
بولىۋىيەنى: بولىۋىيە,نى
بولىۋىيەنىڭ: بولىۋىيە,نىڭ
بولۇر: بول,ۇر
بولۇش: بول,ۇش
بولۇشتا: بول,ۇش,تا
بولۇشتىكى: بول,ۇش,تىكى
بولۇشتىن: بول,ۇش,تىن
بولۇشتەك: بول,ۇش,تەك
بولۇشقا: بول,ۇش,قا
بولۇشنى: بول,ۇش,نى
بولۇشنىڭ: بول,ۇش,نىڭ
بولۇشى: بول,ۇش,ى
بولۇشىدىن: بول,ۇش,ى,دىن
بولۇشىدەك: بول,ۇش,ى,دەك
بولۇشىغا: بول,ۇش,ى,غا
بولۇشىمىز: بول,ۇش,ىمىز
بولۇشىمىزغا: بول,ۇش,ىمىز,غا
بولۇشىنى: بول,ۇش,ى,نى
بولۇشىچە: بول,ۇش,ى,چە
بولۇشۇم: بول,ۇش,ۇم
بولۇشۇڭلارنى: بول,ۇش,ۇڭ,لار,نى
بولۇنغان: بول,ۇن,غان
بولۇنىدۇ: بول,ۇن,ىدۇ
بولۇنۇپ: بول,ۇن,ۇپ
بولۇپ: بول,ۇپ
بولۇپلا: بول,ۇپ,لا
بولۇپمۇ: بول,ۇپ,مۇ
بولۇۋاتقان: بولۇۋات,قان
بولۇۋاتقانلىقىدىن: بولۇۋات,قان,لىق,ى,دىن
بولۇۋاتىدۇ: بولۇۋات,ىدۇ
بولۇۋېلىش: بولۇۋال,ىش
بومبا: بومبا
بومباي: بومباي
بومبىغا: بومبا,غا
بومبىنى: بومبا,نى
بومبىنىڭ: بومبا,نىڭ
بومىدىن: بومى,دىن
بوياش: بويا,ش
بوياقچىلىق: بوياقچىلىق
بويانلا: بويان,لا
بوياپ: بويا,پ
بويسۇندۇرۇۋالغان: بويسۇندۇرۇۋال,غان
بويسۇنغۇچى: بويسۇنغۇچى
بويسۇنىدىغان: بويسۇن,ىدىغان
بويسۇنىدۇ: بويسۇن,ىدۇ
بويسۇنۇش: بويسۇن,ۇش
بويسۇنۇشتەك: بويسۇن,ۇش,تەك
بويسۇنۇشى: بويسۇن,ۇش,ى
بويسۇنۇپ: بويسۇن,ۇپ
بويلاشماي: بويلا,ش,ما,ي
بويلاپ: بويلا,پ
بويلىرىدا: بوي,لار,ى,دا
بويلىغان: بويلا,غان
بوينى: بويۇن,ى
بويندا: بويۇن,دا
بويى: بوي,ى
بويىدا: بوي,ى,دا
بويىدىكى: بوي,ى,دىكى
بويىغا: بوي,ى,غا
بويىنى: بوي,ى,نى
بويىنىڭ: بوي,ى,نىڭ
بويىچە: بويىچە
بويىۋالغان: بويىۋال,غان
بويۇملىرىنى: بويۇم,لار,ى,نى
بويۇن: بويۇن
بويۇنتاۋلىق: بويۇنتاۋلىق
بوپتۇ: بول,ۇپ,تۇ
بوڭجۇ: بوڭجۇ
بوگوتا: بوگوتا
بوگوتانىڭ: بوگوتا,نىڭ
بوۋا: بوۋا
بوۋاق: بوۋاق
بوۋاقلار: بوۋاق,لار
بوۋاقلارغا: بوۋاق,لار,غا
بوۋاقنىڭ: بوۋاق,نىڭ
بوۋاي: بوۋاي
بوۋاينى: بوۋاي,نى
بوۋاينىڭ: بوۋاي,نىڭ
بى: بى
بىئارام: بىئارام
بىئو: بىئو
بىئولوگىيەلىك: بىئولوگىيەلىك
بىباھا: بىباھا
بىتچىت: بىتچىت
بىجىرىش: بىجىر,ىش
بىخ: بىخ
بىخار: بىخار
بىخەتەر: بىخەتەر
بىخەتەرلىك: بىخەتەرلىك
بىخەتەرلىككە: بىخەتەرلىك,كە
بىخەتەرلىكنى: بىخەتەرلىك,نى
بىخەتەرلىكى: بىخەتەرلىك,ى
بىخەتەرلىكىدىكى: بىخەتەرلىك,ى,دىكى
بىخەتەرلىكىدە: بىخەتەرلىك,ى,دە
بىخەتەرلىكىنى: بىخەتەرلىك,ى,نى
بىخەتەرلىكىگىمۇ: بىخەتەرلىك,ى,گە,مۇ
بىخەتەرلىكىگە: بىخەتەرلىك,ى,گە
بىخەست: بىخەست
بىدئەتچىلىك: بىدئەتچىلىك
بىر: بىر
بىرازىلىيە: بىرازىلىيە
بىرازىلىيەدىن: بىرازىلىيە,دىن
بىرازىلىيەنىڭ: بىرازىلىيە,نىڭ
بىرازىلىيەگە: بىرازىلىيە,گە
بىراق: بىراق
بىراقلا: بىراقلا
بىراك: بىراك
بىراۋان: بىراۋان
بىربىرىنى: بىربىرى,نى
بىر: بىر
تارماققا: تارماق,قا
بىرتۇتاش: بىرتۇتاش
بىرتەرەپ: بىرتەرەپ
بىردىن: بىردىن
بىردىنبىر: بىردىنبىر
بىردىنلا: بىردىنلا
بىردەك: بىردەك
بىردەكلىك: بىردەكلىك
بىردەكلىكنى: بىردەكلىك,نى
بىردەمدىلا: بىردەمدە,لا
بىرقانچە: بىرقانچە
بىرقەدەر: بىرقەدەر
بىرلا: بىرلا
بىرلا: بىرلا
ۋاقىتتا: ۋاقىت,تا
بىرلىشىش: بىرلەش,ىش
بىرلىشىشنى: بىرلەش,ىش,نى
بىرلىشىشى: بىرلەش,ىش,ى
بىرلىشىشىنى: بىرلەش,ىش,ى,نى
بىرلىشىپ: بىرلەش,ىپ
بىرلىك: بىرلىك
بىرلىكتە: بىرلىك,تە
بىرلىككە: بىرلىك,كە
بىرلىكى: بىرلىك,ى
بىرلىكىدە: بىرلىك,ى,دە
بىرلەشتۇرۇش: بىرلەشتۇر,ۇش
بىرلەشتۈردى: بىرلەشتۈر,دى
بىرلەشتۈرگەن: بىرلەشتۈر,گەن
بىرلەشتۈرۈش: بىرلەشتۈر,ۈش
بىرلەشتۈرۈشتىن: بىرلەشتۈر,ۈش,تىن
بىرلەشتۈرۈشتە: بىرلەشتۈر,ۈش,تە
بىرلەشتۈرۈشكە: بىرلەشتۈر,ۈش,كە
بىرلەشتۈرۈشنى: بىرلەشتۈر,ۈش,نى
بىرلەشتۈرۈلدى: بىرلەشتۈرۈل,دى
بىرلەشتۈرۈلگەن: بىرلەشتۈرۈل,گەن
بىرلەشتۈرۈلۈپ: بىرلەشتۈرۈل,ۈپ
بىرلەشتۈرۈپ: بىرلەشتۈر,ۈپ
بىرلەشكەن: بىرلەش,كەن
بىرلەشمىسى: بىرلەشمە,سى
بىرلەشمىسىدىكىلەر: بىرلەشمە,سى,دىكى,لەر
بىرلەشمىسىدىن: بىرلەشمە,سى,دىن
بىرلەشمىسىنىڭ: بىرلەشمە,سى,نىڭ
بىرلەشمىلىرى: بىرلەشمە,لار,ى
بىرلەشمىلىرىنىڭ: بىرلەشمە,لار,ى,نىڭ
بىرلەشمە: بىرلەشمە
بىرلەپ: بىرلەپ
بىرمىلىق: بىرمىلىق
بىرمىنىڭ: بىرما,نىڭ
بىرمۇ: بىر,مۇ
بىرمۇبىر: بىرمۇبىر
بىرنى: بىر,نى
بىرنەچچە: بىرنەچچە
بىرونېۋىكنى: بىرونېۋىك,نى
بىرى: بىر,ى
بىرىكتۈرۈپ: بىرىكتۈر,ۈپ
بىرىكمە: بىرىكمە
بىرىكىشىگە: بىرىك,ىش,ى,گە
بىرىكىپ: بىرىك,ىپ
بىرىمىزنى: بىرىمىز,نى
بىرىنى: بىر,ى,نى
بىرىنىمۇ: بىر,ى,نى,مۇ
بىرىنىڭ: بىر,ى,نىڭ
بىرىنچى: بىرىنچى
بىرىنچىدىن: بىرىنچى,دىن
بىرىنچىسى: بىرىنچى,سى
بىرىگادا: بىرىگادا
بىرىگاداسىنىڭ: بىرىگادا,سى,نىڭ
بىرىگە: بىر,ى,گە
بىريۇسسېلدا: بىريۇسسېل,دا
بىرگە: بىر,گە
بىرەر: بىر,ەر
بىرەرمۇ: بىر,ەر,مۇ
بىرەسمىي: بى,رەسمىي
بىرەيلەن: بىر,ەيلەن
بىز: بىز
بىزار: بىزار
بىزدىن: بىز,دىن
بىزدە: بىز,دە
بىزدەك: بىز,دەك
بىزمۇ: بىز,مۇ
بىزنى: بىز,نى
بىزنىڭ: بىز,نىڭ
بىزگىمۇ: بىز,گە,مۇ
بىزگە: بىز,گە
بىكار: بىكار
بىكارغا: بىكار,غا
بىل: بىل
بىلالنىڭ: بىلال,نىڭ
بىلدى: بىل,دى
بىلدىم: بىل,دىم
بىلدۇق: بىل,دۇق
بىلدۈردى: بىلدۈر,دى
بىلدۈردۇق: بىلدۈر,دۇق
بىلدۈرمىدى: بىلدۈرمە,دى
بىلدۈرمىگەن: بىلدۈرمە,گەن
بىلدۈرمەكتە: بىلدۈر,مەكتە
بىلدۈرمەكچى: بىلدۈر,مەكچى
بىلدۈرىدىكەن: بىلدۈر,ىدىكەن
بىلدۈرىدۇ: بىلدۈر,ىدۇ
بىلدۈرىمىز: بىلدۈر,ىمىز
بىلدۈرىمەن: بىلدۈر,ىمەن
بىلدۈرگىلى: بىلدۈر,گىلى
بىلدۈرگەن: بىلدۈر,گەن
بىلدۈرگەندە: بىلدۈر,گەن,دە
بىلدۈرگەنىدى: بىلدۈر,گەن,ىدى
بىلدۈرۈش: بىلدۈر,ۈش
بىلدۈرۈشتى: بىلدۈر,ۈش,تى
بىلدۈرۈشنى: بىلدۈر,ۈش,نى
بىلدۈرۈشىچە: بىلدۈر,ۈش,ى,چە
بىلدۈرۈلدى: بىلدۈرۈل,دى
بىلدۈرۈپ: بىلدۈر,ۈپ
بىلكۈچ: بىلكۈچ
بىللە: بىللە
بىلمەس: بىلمە,س
بىلمەسلىك: بىلمە,س,لىك
بىلوگ: بىلوگ
بىلوگى: بىلوگ,ى
بىلوگىدا: بىلوگ,ى,دا
بىلىدىغان: بىل,ىدىغان
بىلىدىغانلىقى: بىل,ىدىغان,لىق,ى
بىلىدۇ: بىل,ىدۇ
بىلىش: بىل,ىش
بىلىشلەرگە: بىل,ىش,لەر,گە
بىلىشىم: بىل,ىش,ىم
بىلىم: بىلىم
بىلىملىرى: بىلىم,لار,ى
بىلىملىرىدىن: بىلىم,لار,ى,دىن
بىلىملىرىنى: بىلىم,لار,ى,نى
بىلىملىرىگە: بىلىم,لار,ى,گە
بىلىملەر: بىلىم,لەر
بىلىملەرنى: بىلىم,لەر,نى
بىلىمىدىن: بىلىم,ى,دىن
بىلىمىز: بىل,ىمىز
بىلىملىرىدىن: بىلىم,لار,ى,دىن
بىلىمىڭلار: بىلىم,ىڭلار
بىلىمەن: بىل,ىمەن
بىلىپ: بىل,ىپ
بىلگەندىلا: بىل,گەن,دە,لا
بىلگۈچىلەرنىڭ: بىلگۈچى,لەر,نىڭ
بىلگەن: بىل,گەن
بىلگەيتېس: بىلگەيتېس
بىلەكتىكى: بىلەك,تىكى
بىلەكلىرىنىڭ: بىلەك,لار,ى,نىڭ
بىلەلمەسلىك: بىلەلمە,س,لىك
بىلەن: بىلەن
بىلەنلا: بىلەن,لا
بىلەنمۇ: بىلەن,مۇ
بىن: بىن
بىنا: بىنا
بىنائەن: بىنائەن
بىنادا: بىنا,دا
بىناسى: بىنا,سى
بىناسىدا: بىنا,سى,دا
بىناسىدىكى: بىنا,سى,دىكى
بىناسىدىن: بىنا,سى,دىن
بىناسىغا: بىنا,سى,غا
بىناسىمۇ: بىنا,سى,مۇ
بىناسىنى: بىنا,سى,نى
بىناسىنىڭ: بىنا,سى,نىڭ
بىناغا: بىنا,غا
بىناكارلىق: بىناكارلىق
بىناكارلىقتا: بىناكارلىق,تا
بىنالىرىغا: بىنا,لار,ى,غا
بىنانى: بىنا,نى
بىنانىڭ: بىنا,نىڭ
بىنخۇ: بىنخۇ
بىنخەي: بىنخەي
بىنشى: بىنشى
بىنشيا: بىنشيا
بىنغا: بىن,غا
بىنورمال: بى,نورمال
بىنگە: بىن,گە
بىنەپشە: بىنەپشە
بىيو: بىيو
بىيولوگىيە: بىيولوگىيە
بىيولوگىيەلىك: بىيولوگىيەلىك
بىيومېدىتسىنا: بىيومېدىتسىنا
بىيوچىنلىق: بىيوچىنلىق
بىيۇروسى: بىيۇرو,سى
بىيۇروسىنىڭ: بىيۇرو,سى,نىڭ
بىيۇروكراتلىق: بىيۇروكراتلىق
بىيۇروكراتلىققا: بىيۇروكراتلىق,قا
بىپەرۋالىق: بىپەرۋالىق
بىڭ: بىڭ
بىڭتۇەن: بىڭتۇەن
بىڭتۇەندىكى: بىڭتۇەن,دىكى
بىڭتۇەندە: بىڭتۇەن,دە
بىڭتۇەننى: بىڭتۇەن,نى
بىڭتۇەننىڭ: بىڭتۇەن,نىڭ
بىڭتۇەنى: بىڭتۇەن,ى
بىڭتۇەنگە: بىڭتۇەن,گە
بىڭتۇەن: بىڭتۇەن
بىڭتۇەندىكى: بىڭتۇەن,دىكى
بىڭتۇەندىن: بىڭتۇەن,دىن
بىڭتۇەندە: بىڭتۇەن,دە
بىڭتۇەنلىكلەر: بىڭتۇەن,لىك,لەر
بىڭتۇەننى: بىڭتۇەن,نى
بىڭتۇەننىڭ: بىڭتۇەن,نىڭ
بىڭتۇەنى: بىڭتۇەن,ى
بىڭتۇەنىدىكى: بىڭتۇەن,ى,دىكى
بىڭتۇەنىنىڭ: بىڭتۇەن,ى,نىڭ
بىڭتۇەنچە: بىڭتۇەن,چە
بىڭشۈەن: بىڭشۈەن
بىڭفېن: بىڭفېن
بىڭچۈننىڭ: بىڭچۈن,نىڭ
بىڭۋېن: بىڭۋېن
بىڭۋېننىڭ: بىڭۋېن,نىڭ
بىگۇناھ: بى,گۇناھ
بىگۇناھلار: بى,گۇناھ,لار
بىھۇدە: بىھۇدە
بىۋاسىتە: بىۋاسىتە
بىۋاسىتە: بىۋاسىتە
بيۇروسىنىڭ: بيۇرو,سى,نىڭ
بيۇگراتلىققا: بيۇگراتلىق,قا
بۆرە: بۆرە
بۆرەك: بۆرەك
بۆس: بۆس
بۆسنى: بۆس,نى
بۆسۈپ: بۆس,ۈپ
بۆشۈكى: بۆشۈك,ى
بۆكەن: بۆكەن
بۆلدى: بۆل,دى
بۆلمىگەن: بۆلمە,گەن
بۆلىدىغان: بۆل,ىدىغان
بۆلىدىغانلىقى: بۆل,ىدىغان,لىق,ى
بۆلىكى: بۆلەك,ى
بۆلىكىدىكى: بۆلەك,ى,دىكى
بۆلىكىدە: بۆلەك,ى,دە
بۆلىكىنى: بۆلەك,ى,نى
بۆلىكىنىڭ: بۆلەك,ى,نىڭ
بۆلىكىگىچە: بۆلەك,ى,گىچە
بۆلىمىز: بۆل,ىمىز
بۆلىنىدۇ: بۆلۈن,ىدۇ
بۆلگۈنچىلىك: بۆلگۈنچىلىك
بۆلگۈنچىلىككە: بۆلگۈنچىلىك,كە
بۆلگەن: بۆل,گەن
بۆلگەنلىكى: بۆل,گەن,لىك,ى
بۆلگەنلىكىدەك: بۆل,گەن,لىك,ى,دەك
بۆلۈش: بۆل,ۈش
بۆلۈشكە: بۆل,ۈش,كە
بۆلۈشى: بۆل,ۈش,ى
بۆلۈشىنى: بۆل,ۈش,ى,نى
بۆلۈم: بۆلۈم
بۆلۈملىرى: بۆلۈم,لار,ى
بۆلۈملىرىنىڭ: بۆلۈم,لار,ى,نىڭ
بۆلۈملەرنىڭ: بۆلۈم,لەر,نىڭ
بۆلۈمنىڭ: بۆلۈم,نىڭ
بۆلۈمى: بۆلۈم,ى
بۆلۈمىدىكى: بۆلۈم,ى,دىكى
بۆلۈمىدىكىلەرنىڭ: بۆلۈم,ى,دىكى,لەر,نىڭ
بۆلۈمىدىن: بۆلۈم,ى,دىن
بۆلۈمىنىڭ: بۆلۈم,ى,نىڭ
بۆلۈمنىڭ: بۆلۈم,نىڭ
بۆلۈندى: بۆلۈن,دى
بۆلۈنىدىكەن: بۆلۈن,ىدىكەن
بۆلۈنگەن: بۆلۈن,گەن
بۆلۈنۈپ: بۆلۈن,ۈپ
بۆلۈپ: بۆل,ۈپ
بۆلۈۋاتقان: بۆلۈۋات,قان
بۆلۈۋاتىدۇ: بۆلۈۋات,ىدۇ
بۆلەك: بۆلەك
بۆلەككە: بۆلەك,كە
بۆلەكلىرى: بۆلەك,لار,ى
بۆلەكلىرىدە: بۆلەك,لار,ىدە
بۆلەكلەرگە: بۆلەك,لەر,گە
بۆگۈنكى: بۆگۈن,كى
بۇ: بۇ
بۇتۇڭبايىر: بۇتۇڭبايىر
بۇتۇڭبايىرغا: بۇتۇڭبايىر,غا
بۇتۇڭبايىرنىڭ: بۇتۇڭبايىر,نىڭ
بۇخارېست: بۇخارېست
بۇخارېستقا: بۇخارېست,قا
بۇرادەرلىرىنى: بۇرادەر,لار,ى,نى
بۇرادەرلىرىنىڭ: بۇرادەر,لار,ى,نىڭ
بۇرادەرلىرىگە: بۇرادەر,لار,ى,گە
بۇرام: بۇرام
بۇراپ: بۇرا,پ
بۇرجىكىگە: بۇرجەك,ى,گە
بۇرغىلاش: بۇرغىلا,ش
بۇرغىلاپ: بۇرغىلا,پ
بۇرنىدىن: بۇرۇن,ى,دىن
بۇرچ: بۇرچ
بۇرچنى: بۇرچ,نى
بۇرچى: بۇرچ,ى
بۇرچىمىزغا: بۇرچ,ىمىز,غا
بۇرچىنى: بۇرچ,ىن,ى
بۇرچۇمنى: بۇرچ,ۇم,نى
بۇرۇلتوقاي: بۇرۇلتوقاي
بۇرۇلۇش: بۇرۇل,ۇش
بۇرۇلۇشى: بۇرۇل,ۇش,ى
بۇرۇن: بۇرۇن
بۇرۇندىن: بۇرۇن,دىن
بۇرۇنقى: بۇرۇنقى
بۇرۇنقىدىن: بۇرۇنقى,دىن
بۇرۇنقىدەكلا: بۇرۇنقى,دەك,لا
بۇرۇنلا: بۇرۇن,لا
بۇرۇننى: بۇرۇن,نى
بۇزغانلار: بۇز,غان,لار
بۇزغۇنچىلىق: بۇزغۇنچىلىق
بۇزغۇنچىلىققا: بۇزغۇنچىلىق,قا
بۇزغۇنچىلىقلارغا: بۇزغۇنچىلىق,لار,غا
بۇزماسلىق: بۇزما,س,لىق
بۇزۇش: بۇز,ۇش
بۇزۇلغان: بۇزۇل,غان
بۇزۇلغانلىقى: بۇزۇل,غان,لىق,ى
بۇزۇلۇپ: بۇزۇل,ۇپ
بۇزۇلۇۋاتىدۇ: بۇزۇلۇۋات,ىدۇ
بۇزۇپ: بۇز,ۇپ
بۇزۇۋەتكەن: بۇزۇۋەت,كەن
بۇسى: بۇ,سى
بۇشېر: بۇشېر
بۇغدا: بۇغدا
بۇغداي: بۇغداي
بوغۇپ: بوغ,ۇپ
بۇلار: بۇ,لار
بۇلاردىن: بۇ,لار,دىن
بۇلارنىڭ: بۇ,لار,نىڭ
بۇلاش: بۇلا,ش
بۇلاقتاغ: بۇلاقتاغ
بۇلايدىغان: بۇلا,يدىغان
بۇلاڭچىلارنىڭ: بۇلاڭچى,لار,نىڭ
بۇلاڭچىلىق: بۇلاڭچىلىق
بۇلاۋاتقاندا: بۇلاۋات,قان,دا
بۇلبۇل: بۇلبۇل
بۇلتۇر: بۇلتۇر
بۇلتۇرقى: بۇلتۇرقى
بۇلتۇرقىدىن: بۇلتۇرقى,دىن
بۇلتۇرنىڭ: بۇلتۇر,نىڭ
بۇلغارىيەدە: بۇلغارىيە,دە
بۇلغارىيەنىڭ: بۇلغارىيە,نىڭ
بۇلغاش: بۇلغا,ش
بۇلغا.ندى: بۇلغا.ن,دى
بۇلغانغان: بۇلغان,غان
بۇلغانما: بۇلغانما
بۇلغانمىلارنىڭ: بۇلغانما,لار,نىڭ
بۇلغايدىغان: بۇلغا,يدىغان
بۇلغاپ: بۇلغا,پ
بۇلغىشىنىڭ: بۇلغا,ش,ى,نىڭ
بۇلغىما: بۇلغىما
بۇلغىمايدىغان: بۇلغا,ما,يدىغان
بۇلغىمىلارنى: بۇلغىما,لار,نى
بۇلغىمىلارنىڭ: بۇلغىما,لار,نىڭ
بۇلغىمىنى: بۇلغىما,نى
